0.0,1217
0.5,2206
1.0,2743
1.5,3263
2.0,3365
2.5,3620
3.0,3987
3.5,4155
4.0,4470
4.5,4752
5.0,5000
5.5,5401
6.0,5548
6.5,5956
7.0,6212
7.5,6618
8.0,6885
8.5,7070
9.0,7325
9.5,7624
10.0,7777
10.5,7974
11.0,8113
11.5,8245
12.0,8314
12.5,8355
13.0,8403
13.5,8488
14.0,8569
14.5,8642
15.0,8698
15.5,8766
16.0,8851
16.5,8981
17.0,9221
17.5,9388
18.0,9448
18.5,9535
19.0,9779
19.5,9959
20.0,10046
20.5,10107
21.0,10180
21.5,10259
22.0,10349
22.5,10435
23.0,10493
23.5,10546
24.0,10675
24.5,10783
25.0,10867
25.5,10980
26.0,11074
26.5,11227
27.0,11372
27.5,11509
28.0,11606
28.5,11781
29.0,12091
29.5,12262
30.0,12437
30.5,12726
31.0,12975
31.5,13112
32.0,13346
32.5,13561
33.0,13696
33.5,13855
34.0,14065
34.5,14144
35.0,14261
35.5,14321
36.0,14364
36.5,14411
37.0,14426
37.5,14457
38.0,14483
38.5,14580
39.0,14650
39.5,14748
40.0,14819
40.5,14928
41.0,15045
41.5,15205
42.0,15369
42.5,15429
43.0,15481
43.5,15518
44.0,15584
44.5,15666
45.0,15790
45.5,15952
46.0,16055
46.5,16157
47.0,16235
47.5,16376
48.0,16458
48.5,16574
49.0,16690
49.5,16848
50.0,16945
50.5,17009
51.0,17111
51.5,17266
52.0,17418
52.5,17617
53.0,17749
53.5,17992
54.0,18264
54.5,18379
55.0,18533
55.5,18755
56.0,18919
56.5,19083
57.0,19375
57.5,19684
58.0,19755
58.5,19841
59.0,19963
59.5,20094
60.0,20144
60.5,20180
61.0,20207
61.5,20255
62.0,20325
62.5,20397
63.0,20446
63.5,20503
64.0,20615
64.5,20700
65.0,20812
65.5,20889
66.0,20955
66.5,21040
67.0,21130
67.5,21276
68.0,21387
68.5,21469
69.0,21577
69.5,21666
70.0,21728
70.5,21832
71.0,21917
71.5,22004
72.0,22111
72.5,22234
73.0,22334
73.5,22437
74.0,22539
74.5,22674
75.0,22839
75.5,22985
76.0,23099
76.5,23192
77.0,23471
77.5,23613
78.0,23723
78.5,23810
79.0,24100
79.5,24330
80.0,24484
80.5,24612
81.0,24799
81.5,25013
82.0,25112
82.5,25222
83.0,25309
83.5,25383
84.0,25444
84.5,25510
85.0,25569
85.5,25608
86.0,25680
86.5,25769
87.0,25819
87.5,25899
88.0,25986
88.5,26049
89.0,26186
89.5,26229
90.0,26346
90.5,26499
91.0,26544
91.5,26662
92.0,26804
92.5,26910
93.0,27046
93.5,27199
94.0,27285
94.5,27434
95.0,27627
95.5,27761
96.0,28592
96.5,29695
97.0,30270
97.5,30861
98.0,31407
98.5,32007
99.0,32468
99.5,32955
100.0,33453
100.5,33989
101.0,34611
101.5,35265
102.0,35604
102.5,36121
103.0,36718
103.5,37371
104.0,37780
104.5,38446
105.0,38830
105.5,39592
106.0,40026
106.5,40359
107.0,40624
107.5,40898
108.0,41049
108.5,41170
109.0,41319
109.5,41375
110.0,41489
110.5,41593
111.0,41740
111.5,41880
112.0,41984
112.5,42116
113.0,42320
113.5,42431
114.0,42870
114.5,43248
115.0,43887
115.5,44178
116.0,44692
116.5,45149
117.0,45462
117.5,45812
118.0,46357
118.5,46726
119.0,47151
119.5,47731
120.0,48192
120.5,48725
121.0,49177
121.5,49816
122.0,50187
122.5,50506
123.0,50738
123.5,50958
124.0,51303
124.5,51700
125.0,52042
125.5,52453
126.0,52770
126.5,53292
127.0,53978
127.5,54551
128.0,55386
128.5,55947
129.0,56384
129.5,57109
130.0,57560
130.5,57775
131.0,57973
131.5,58198
132.0,58449
132.5,58660
133.0,58831
133.5,58994
134.0,59101
134.5,59318
135.0,59370
135.5,59542
136.0,59780
136.5,60000
137.0,60234
137.5,60547
138.0,60819
138.5,61044
139.0,61283
139.5,61565
140.0,61896
140.5,62128
141.0,62593
141.5,62997
142.0,63287
142.5,63693
143.0,64165
143.5,64340
144.0,64716
144.5,65097
145.0,65499
145.5,66192
146.0,66582
146.5,67219
147.0,67568
147.5,68008
148.0,68502
148.5,69078
149.0,70063
149.5,71223
150.0,72343
150.5,73374
151.0,74208
151.5,75294
152.0,76171
152.5,77032
153.0,77852
153.5,78739
154.0,79436
154.5,80465
155.0,80943
155.5,81358
156.0,81811
156.5,82357
157.0,82557
157.5,82731
158.0,82988
158.5,83529
159.0,83866
159.5,84713
160.0,85693
160.5,86303
161.0,86928
161.5,87695
162.0,88280
162.5,88945
163.0,89593
163.5,90315
164.0,91068
164.5,91780
165.0,92295
165.5,93310
166.0,94437
166.5,95523
167.0,96184
167.5,97439
168.0,98949
168.5,100148
169.0,100845
169.5,102436
170.0,104213
170.5,106398
171.0,108771
171.5,112137
172.0,116652
172.5,121716
173.0,127488
174.0,134854
