0.0,1669
0.5,3280
1.0,4072
1.5,4779
2.0,5247
2.5,5501
3.0,5950
3.5,6193
4.0,6448
4.5,6832
5.0,7070
5.5,7503
6.0,7735
6.5,8264
7.0,8461
7.5,8967
8.0,9346
8.5,9805
9.0,10068
9.5,10238
10.0,10412
10.5,10435
11.0,10477
11.5,10493
12.0,10520
12.5,10559
13.0,10605
13.5,10640
14.0,10667
14.5,10707
15.0,10782
15.5,10841
16.0,10970
16.5,11030
17.0,11115
17.5,11204
18.0,11274
18.5,11389
19.0,11509
19.5,11567
20.0,11683
20.5,11799
21.0,11987
21.5,12139
22.0,12266
22.5,12347
23.0,12488
23.5,12635
24.0,12757
24.5,12873
25.0,13055
25.5,13177
26.0,13287
26.5,13410
27.0,13678
27.5,13800
28.0,14032
28.5,14376
29.0,14546
29.5,14907
30.0,15241
30.5,15562
31.0,15921
31.5,16108
32.0,16455
32.5,16657
33.0,16899
33.5,17142
34.0,17401
34.5,17498
35.0,17602
35.5,17784
36.0,17825
36.5,17851
37.0,17907
37.5,17947
38.0,18016
38.5,18042
39.0,18148
39.5,18243
40.0,18321
40.5,18445
41.0,18552
41.5,18664
42.0,18749
42.5,18840
43.0,18923
43.5,19033
44.0,19129
44.5,19228
45.0,19408
45.5,19572
46.0,19763
46.5,19892
47.0,20048
47.5,20145
48.0,20230
48.5,20342
49.5,20507
50.0,20608
50.5,20701
51.0,20825
51.5,21180
52.0,21316
52.5,21573
53.0,21842
53.5,22060
54.0,22386
54.5,22799
55.0,23076
55.5,23369
56.0,23585
56.5,23761
57.0,23987
57.5,24171
58.0,24395
58.5,24569
59.0,24677
59.5,24731
60.0,24764
60.5,24801
61.0,24830
61.5,24869
62.0,24915
62.5,24967
63.0,25022
63.5,25131
64.0,25179
64.5,25271
65.0,25330
65.5,25403
66.0,25481
66.5,25521
67.0,25600
67.5,25680
68.0,25804
68.5,25863
69.0,26090
69.5,26190
70.0,26356
70.5,26431
71.0,26537
71.5,26631
72.0,26708
72.5,26775
73.0,26933
73.5,27021
74.0,27119
74.5,27264
75.0,27398
75.5,27543
76.0,27907
76.5,28052
77.0,28257
77.5,28596
78.0,28794
78.5,29144
79.0,29478
79.5,29636
80.0,30060
80.5,30173
81.0,30277
81.5,30396
82.0,30518
82.5,30593
83.0,30735
83.5,30811
84.0,30887
84.5,30926
85.0,30962
85.5,30991
86.0,31040
86.5,31103
87.0,31154
87.5,31217
88.0,31290
88.5,31346
89.0,31479
89.5,31645
90.0,31672
90.5,31792
91.0,31919
91.5,31921
92.0,31966
92.5,32058
93.0,32132
93.5,32334
94.0,32594
94.5,32630
95.0,32738
95.5,32804
96.0,33790
96.5,34604
97.0,35273
97.5,36042
98.0,36653
98.5,37274
99.0,37951
99.5,38487
100.0,39279
100.5,40221
101.0,41012
101.5,41994
102.0,43069
102.5,44313
103.0,45364
103.5,46166
104.0,46927
104.5,47833
105.0,48656
105.5,49432
106.0,50040
106.5,50418
107.0,50559
107.5,50608
108.0,50766
108.5,50881
109.0,50958
109.5,51113
110.0,51171
110.5,51391
111.0,51476
111.5,51638
112.0,51876
112.5,52126
113.0,52349
113.5,52582
114.0,52813
114.5,53073
115.0,53396
115.5,53741
116.0,53885
116.5,54305
117.0,54549
117.5,55000
118.0,55115
118.5,55432
119.0,55677
119.5,56075
120.0,56340
120.5,56768
121.0,57012
121.5,57463
122.0,57749
122.5,58180
123.0,58569
123.5,59289
124.0,59804
124.5,60475
125.0,60912
125.5,61513
126.0,62381
126.5,63132
127.0,64082
127.5,64975
128.0,66027
128.5,66979
129.0,67718
129.5,68266
130.0,68647
130.5,69081
131.0,69460
131.5,69723
132.0,69885
132.5,70173
133.0,70371
133.5,70476
134.0,70641
134.5,70750
135.0,70823
135.5,71178
136.0,71434
136.5,71956
137.0,72476
137.5,72886
138.0,73076
138.5,73513
139.0,73953
139.5,74556
140.0,75370
140.5,75912
141.0,76642
141.5,77491
142.0,78260
142.5,78934
143.0,79777
143.5,80467
144.0,81631
144.5,82225
145.0,83021
145.5,83868
146.0,84856
146.5,85233
147.0,86033
147.5,86807
148.0,87830
148.5,88079
149.0,89226
149.5,90156
150.0,90871
150.5,91767
151.0,92883
151.5,94312
152.0,95736
152.5,97108
153.0,98240
153.5,100090
154.0,101149
154.5,101883
155.0,102431
155.5,102909
156.0,103168
156.5,103607
157.0,104255
157.5,104517
158.0,104918
158.5,105031
159.0,105374
159.5,105683
160.0,106193
160.5,107294
161.0,108654
161.5,109104
162.0,110353
162.5,111545
163.0,112807
163.5,114294
164.0,116342
164.5,118147
165.0,120228
165.5,121951
166.0,124366
166.5,126115
167.0,129518
167.5,132491
168.0,136420
168.5,139176
169.0,142664
169.5,146146
170.0,149973
170.5,153527
171.0,158538
171.5,163942
172.0,169513
172.5,177233
173.0,185520
174.0,195047
