0.0,1347
0.5,2376
1.0,2840
1.5,3324
2.0,3654
2.5,3976
3.0,4402
3.5,4836
4.0,5234
4.5,5560
5.0,6048
5.5,6724
6.0,7240
6.5,7680
7.0,8329
7.5,9008
8.0,9600
8.5,10100
9.0,10390
9.5,10744
10.0,10902
10.5,11034
11.0,11146
11.5,11280
12.0,11396
12.5,11451
13.0,11500
13.5,11542
14.0,11636
14.5,11724
15.0,11828
15.5,12024
16.0,12240
16.5,12412
17.0,12624
17.5,12790
18.0,12933
18.5,13100
19.0,13271
19.5,13514
20.0,13769
20.5,14013
21.0,14240
21.5,14464
22.0,14618
22.5,14888
23.0,15128
23.5,15284
24.0,15502
24.5,15660
25.0,15916
25.5,16100
26.0,16260
26.5,16440
27.0,16632
27.5,16942
28.0,17312
28.5,17668
29.0,17972
29.5,18340
30.0,18821
30.5,19328
31.0,19692
31.5,20084
32.0,20473
32.5,20856
33.0,21344
33.5,21496
34.0,21744
34.5,21996
35.0,22200
35.5,22348
36.0,22431
36.5,22578
37.0,22636
37.5,22740
38.0,22872
38.5,22932
39.0,23040
39.5,23150
40.0,23242
40.5,23400
41.0,23640
41.5,23798
42.0,23954
42.5,24267
43.0,24506
43.5,24768
44.0,25152
44.5,25281
45.0,25516
45.5,26020
46.0,26360
46.5,26638
47.0,26952
47.5,27140
48.0,27500
48.5,27818
49.0,28048
49.5,28454
50.0,28640
50.5,29020
51.0,29360
51.5,29716
52.0,30032
52.5,30228
53.0,30444
53.5,30636
54.0,30890
54.5,31332
55.0,31728
55.5,32060
56.0,32370
56.5,32608
57.0,32968
57.5,33318
58.0,33572
58.5,33646
59.0,33742
59.5,33838
60.0,34059
60.5,34138
61.0,34140
61.5,34194
62.0,34266
62.5,34318
63.0,34428
63.5,34474
64.0,34620
64.5,34850
65.0,35040
65.5,35218
66.0,35352
66.5,35604
67.0,35770
67.5,35852
68.0,35964
68.5,36186
69.0,36345
69.5,36694
70.0,36822
70.5,37010
71.0,37178
71.5,37348
72.0,37620
72.5,38254
73.0,38762
73.5,39176
74.0,39414
74.5,39900
75.0,40411
75.5,41001
76.0,41488
76.5,41930
77.0,42580
77.5,43326
78.0,44114
78.5,44820
79.0,45610
79.5,46366
80.0,47192
80.5,48266
81.0,48808
81.5,49445
82.0,49941
82.5,50121
83.0,50269
83.5,50494
84.0,50570
84.5,50705
85.0,50820
85.5,50908
86.0,50937
86.5,51046
87.0,51120
87.5,51218
88.0,51396
88.5,51525
89.0,51742
89.5,51949
90.0,52176
90.5,52488
91.0,52723
91.5,53038
92.0,53450
92.5,53768
93.0,54236
93.5,54594
94.0,55098
94.5,55582
95.0,56140
95.5,56463
96.0,56878
96.5,57552
97.0,57960
97.5,58508
98.0,58946
98.5,59591
99.0,59864
99.5,60112
100.0,60448
100.5,60800
101.0,61504
101.5,61916
102.0,62748
102.5,63269
103.0,64022
103.5,64732
104.0,65442
104.5,65860
105.0,66422
105.5,67103
106.0,67663
106.5,68148
107.0,68783
107.5,69034
108.0,69380
108.5,69506
109.0,69906
109.5,70000
110.0,70112
110.5,70258
111.0,70290
111.5,70386
112.0,70713
112.5,71064
113.0,71279
113.5,71622
114.0,71966
114.5,72499
115.0,73076
115.5,73510
116.0,73990
116.5,74743
117.0,75424
117.5,76064
118.0,76677
118.5,77114
119.0,77488
119.5,78252
120.0,78900
120.5,79469
121.0,80104
121.5,80486
122.0,81258
122.5,81804
123.0,82316
123.5,82954
124.0,83812
124.5,84731
125.0,85590
125.5,86366
126.0,87306
126.5,88366
127.0,89576
127.5,90556
128.0,91550
128.5,92102
129.0,92628
129.5,93633
130.0,95244
130.5,95996
131.0,96604
131.5,96900
132.0,97326
132.5,98012
133.0,98216
133.5,98512
134.0,99086
134.5,99484
135.0,99843
135.5,100074
136.0,100492
136.5,100824
137.0,101419
137.5,102000
138.0,102382
138.5,102776
139.0,103418
139.5,104401
140.0,104906
140.5,106166
141.0,107170
141.5,108400
142.0,109666
142.5,110928
143.0,111560
143.5,113015
144.0,114640
144.5,115924
145.0,117042
145.5,118808
146.0,120911
146.5,123046
147.0,125823
147.5,129396
148.0,133412
148.5,138604
149.0,144700
150.0,152860
